filepath,length,log_length,pigmentation
data/roi/isopods_001.png,3.5612535612535616,1.270112606830481,0.46975239293578397
data/roi/isopods_002.png,6.20077090665326,1.8246736241042798,0.7265967129557394
data/roi/isopods_003.png,4.1478129713423835,1.4225812004747544,0.5472393629921048
data/roi/isopods_004.png,3.728841964136082,1.3160977200723045,0.4923079319098569
data/roi/isopods_005.png,3.6031506619741918,1.2818086465936724,0.5026042237901998
data/roi/isopods_006.png,3.686944863415452,1.304798164818371,0.5518451300665457
data/roi/isopods_007.png,2.220546338193397,0.7977532638922864,0.3791709435452033
data/roi/isopods_008.png,5.6142114965644385,1.725301150291076,0.6696608187134503
data/roi/isopods_009.png,4.566783978548685,1.5188092325693083,0.5485441654406569
data/roi/isopods_010.png,7.373889726830904,1.9979453453783165,0.7295995496598815
data/roi/isopods_011.png,5.069549187196246,1.6232518959369058,0.5989058946462598
data/roi/isopods_012.png,2.8490028490028494,1.0469690555162714,0.3726786907147629
data/roi/isopods_013.png,4.524886877828054,1.5095925774643841,0.5582507596776325
data/roi/isopods_014.png,6.410256410256411,1.8578992717326002,0.6811241955575638
data/roi/isopods_015.png,7.373889726830904,1.9979453453783165,0.6742332238423983
data/roi/isopods_016.png,6.15887380593263,1.817893937118901,0.7208402350109719
data/roi/isopods_017.png,6.284565108094521,1.8380966444364204,0.7147516139584877
data/roi/isopods_018.png,7.499581028992794,2.0148471561809194,0.6507233821363597
data/roi/isopods_019.png,6.284565108094521,1.8380966444364204,0.5235695873997831
data/roi/isopods_020.png,7.541478129713425,2.020418201230375,0.6882199137870115
data/roi/isopods_021.png,9.30115635997989,2.230138732212444,0.6095255453416769
data/roi/isopods_022.png,9.217362158538629,2.221088896692526,0.6023173989790562
data/roi/isopods_023.png,8.295625942684767,2.1157283810347,0.6172397668333672
data/roi/isopods_024.png,4.441092676386794,1.4909004444522316,0.5515525928096436
data/roi/isopods_025.png,2.8490028490028494,1.0469690555162714,0.532017190437819
data/roi/isopods_026.png,2.7652086475615887,1.01711609236659,0.48432338452622425
data/roi/isopods_027.png,2.7233115468409586,1.0018486202358017,0.3871812396531037
data/roi/isopods_028.png,5.279034690799397,1.6637432572916426,0.5590720284413488
data/roi/isopods_029.png,4.399195575666164,1.481421700497688,0.5744685775453671
data/roi/isopods_030.png,4.566783978548685,1.5188092325693083,0.6428710907134818
data/roi/isopods_031.png,6.368359309535781,1.8513418711864411,0.6847975924321357
data/roi/isopods_032.png,3.728841964136082,1.3160977200723045,0.449156054174247
data/roi/isopods_033.png,4.231607172783644,1.4425818671814241,0.5211735186257479
data/roi/isopods_034.png,6.577844813138931,1.8837071556884726,0.629839781602433
data/roi/isopods_035.png,3.8964303670186027,1.3600608434934205,0.5189521767502564
data/roi/isopods_036.png,5.991285403050109,1.7903059806000718,0.7097377601347288
data/roi/isopods_037.png,5.237137590078767,1.6557750876424657,0.5837652066049868
data/roi/isopods_038.png,6.954918719624603,1.9394491386967079,0.70350278983261
data/roi/isopods_039.png,5.823697000167589,1.7619352834708564,0.6948386281616956
data/roi/isopods_040.png,6.535947712418301,1.8773173575897018,0.5569326943375776
data/roi/isopods_041.png,7.290095525389644,1.9865166495546938,0.6181666944740654
data/roi/isopods_042.png,7.373889726830904,1.9979453453783165,0.6615910364145658
data/roi/isopods_043.png,8.002346237640356,2.0797347783867948,0.6587863857586864
data/roi/isopods_044.png,8.337523043405398,2.120766175064657,0.7612250611898376
data/roi/isopods_045.png,8.882185352773588,2.184047625012177,0.7761552828129602
data/roi/isopods_046.png,8.547008547008547,2.145581344184381,0.6770343342701708
data/roi/isopods_047.png,2.220546338193397,0.7977532638922864,0.28841870402934555
data/roi/isopods_048.png,3.10038545332663,1.1315264435443344,0.3781178596099687
data/roi/isopods_049.png,6.368359309535781,1.8513418711864411,0.7312719776888565
data/roi/isopods_050.png,3.1422825540472603,1.144949463876475,0.5585273692810458
data/roi/isopods_051.png,3.8126361655773424,1.3383208568570146,0.6304077636843449
data/roi/isopods_052.png,8.295625942684767,2.1157283810347,0.7133265944958915
data/roi/isopods_053.png,4.566783978548685,1.5188092325693083,0.5508199712610906
data/roi/isopods_054.png,4.566783978548685,1.5188092325693083,0.5429629117608658
data/roi/isopods_055.png,3.8545332662979725,1.349249927389205,0.5882686786405823
data/roi/isopods_056.png,8.379420144126026,2.125778716888201,0.6650656843934155
data/roi/isopods_057.png,6.03318250377074,1.7972746499161654,0.6821439156410376
data/roi/isopods_058.png,6.20077090665326,1.8246736241042798,0.6163397485356604
data/roi/isopods_059.png,6.32646220881515,1.844741187155089,0.6677709973818602
data/roi/isopods_060.png,5.320931791520027,1.6716484367987559,0.6651742005971986
data/roi/isopods_061.png,7.2063013239483835,1.9749558271536176,0.7245925318962303
data/roi/isopods_062.png,6.368359309535781,1.8513418711864411,0.715778931447492
data/roi/isopods_063.png,6.368359309535781,1.8513418711864411,0.7044650867290124
data/roi/isopods_064.png,8.086140439081616,2.09015153924505,0.7352264681346261
data/roi/isopods_065.png,8.714596949891067,2.1649994300414823,0.6539774031004194
data/roi/isopods_066.png,6.829227417462712,1.921211551146927,0.6700886404838884
data/roi/isopods_067.png,9.38495056142115,2.2391074021952044,0.7059037843325249
data/roi/isopods_068.png,7.960449136919726,2.0744854225006506,0.6387986605358259
data/roi/isopods_069.png,9.510641863583041,2.2524113678215674,0.777642545378078
data/roi/isopods_070.png,3.1422825540472603,1.144949463876475,0.3791350411132195
data/roi/isopods_071.png,3.645047762694822,1.2933694689947484,0.5023712825887593
data/roi/isopods_072.png,3.938327467739233,1.3707561326101685,0.5657911095658038
data/roi/isopods_073.png,3.938327467739233,1.3707561326101685,0.5405652637624088
data/roi/isopods_074.png,3.8545332662979725,1.349249927389205,0.5969246646026831
data/roi/isopods_075.png,3.6031506619741918,1.2818086465936724,0.5781960784313726
data/roi/isopods_076.png,3.728841964136082,1.3160977200723045,0.4311804904194023
data/roi/isopods_077.png,3.309870956929781,1.1969092028071862,0.43572863291658126
data/roi/isopods_078.png,6.284565108094521,1.8380966444364204,0.7174061433447099
data/roi/isopods_079.png,5.404725992961287,1.6872737547018368,0.5588190654747954
data/roi/isopods_080.png,6.32646220881515,1.844741187155089,0.7740285471438202
data/roi/isopods_081.png,6.577844813138931,1.8837071556884726,0.7077840774864163
data/roi/isopods_082.png,4.566783978548685,1.5188092325693083,0.527376480098911
data/roi/isopods_083.png,6.20077090665326,1.8246736241042798,0.7356244214423967
data/roi/isopods_084.png,8.630802748449808,2.1553375191297457,0.7403635549789659
data/roi/isopods_085.png,8.337523043405398,2.120766175064657,0.6274813629155367
data/roi/isopods_086.png,7.499581028992794,2.0148471561809194,0.7387985820428247
data/roi/isopods_087.png,6.745433216021452,1.9088657153246276,0.6216066389765189
data/roi/isopods_088.png,8.295625942684767,2.1157283810347,0.7086996327883208
data/roi/isopods_089.png,8.211831741243506,2.1055760095706817,0.7237780156336155
data/roi/isopods_090.png,8.002346237640356,2.0797347783867948,0.6314392575825061
data/roi/isopods_091.png,8.379420144126026,2.125778716888201,0.6820719865742304
data/roi/isopods_092.png,9.091670856376739,2.207358703880624,0.6425709513062681
data/roi/isopods_093.png,6.661639014580191,1.8963655525603962,0.7255930170207356
data/roi/isopods_094.png,5.94938830232948,1.7832884079414255,0.659599128540305
data/roi/isopods_095.png,7.457683928272164,2.00924490063225,0.6905939870538261
data/roi/isopods_096.png,5.865594100888219,1.769103772949469,0.6915590192519839
data/roi/isopods_097.png,6.410256410256411,1.8578992717326002,0.6436865558889286
data/roi/isopods_098.png,6.703536115300822,1.9026351655739915,0.6487163684864095
data/roi/isopods_099.png,6.20077090665326,1.8246736241042798,0.6582628198593129
data/roi/isopods_100.png,7.122507122507123,1.9632597873904265,0.6801158667386578
data/roi/isopods_101.png,6.15887380593263,1.817893937118901,0.5861097409525808
data/roi/isopods_102.png,6.410256410256411,1.8578992717326002,0.7460115647870483
data/roi/isopods_103.png,5.781799899446959,1.7547150354973693,0.6701315264477885
data/roi/isopods_104.png,5.991285403050109,1.7903059806000718,0.683399688419595
data/roi/isopods_105.png,6.452153510977041,1.8644139527537937,0.6544645268411735
data/roi/isopods_106.png,5.865594100888219,1.769103772949469,0.5671153998032754
data/roi/isopods_107.png,6.452153510977041,1.8644139527537937,0.6912985560391505
data/roi/isopods_108.png,5.865594100888219,1.769103772949469,0.6973907126590013
data/roi/isopods_109.png,5.991285403050109,1.7903059806000718,0.7187006037371438
data/roi/isopods_110.png,6.03318250377074,1.7972746499161654,0.6863823077463869
data/roi/isopods_111.png,6.368359309535781,1.8513418711864411,0.7481242207865806
data/roi/isopods_112.png,5.94938830232948,1.7832884079414255,0.7142557916342671
data/roi/isopods_113.png,6.284565108094521,1.8380966444364204,0.6696253896867175
data/roi/isopods_114.png,6.954918719624603,1.9394491386967079,0.7099635973748606
data/roi/isopods_115.png,6.577844813138931,1.8837071556884726,0.6555138447175801
data/roi/isopods_116.png,6.829227417462712,1.921211551146927,0.6894905242431701
data/roi/isopods_117.png,5.530417295123177,1.7102632729265355,0.6655581910183428
data/roi/isopods_118.png,5.865594100888219,1.769103772949469,0.6855923806442481
data/roi/isopods_119.png,5.6142114965644385,1.725301150291076,0.6801281014958005
data/roi/isopods_120.png,6.03318250377074,1.7972746499161654,0.6304353466414805
data/roi/isopods_121.png,7.080610021786493,1.9573600652632381,0.7084391979265525
data/roi/isopods_122.png,7.6671694318753145,2.0369475031815854,0.7738409719716107
data/roi/isopods_123.png,5.781799899446959,1.7547150354973693,0.6151515861121518
data/roi/isopods_124.png,5.7399027987263285,1.7474422761682895,0.7344857241142071
data/roi/isopods_125.png,7.080610021786493,1.9573600652632381,0.7006731806646709
data/roi/isopods_126.png,6.20077090665326,1.8246736241042798,0.6776688801519968
data/roi/isopods_127.png,6.494050611697671,1.8708864672594112,0.6452265203602102
data/roi/isopods_128.png,6.0750796044913695,1.804195092760739,0.6638826165268199
data/roi/isopods_129.png,6.494050611697671,1.8708864672594112,0.7223642583399779
data/roi/isopods_130.png,6.284565108094521,1.8380966444364204,0.6564779620249831
data/roi/isopods_131.png,6.913021618903972,1.9334068242407452,0.7185956200662083
data/roi/isopods_132.png,5.7399027987263285,1.7474422761682895,0.6705013182419577
data/roi/isopods_133.png,5.907491201608849,1.7762212407183329,0.6526305032089277
data/roi/isopods_134.png,6.577844813138931,1.8837071556884726,0.6858117476925694
data/roi/isopods_135.png,6.452153510977041,1.8644139527537937,0.72512943617703
data/roi/isopods_136.png,6.494050611697671,1.8708864672594112,0.6630734692509908
data/roi/isopods_137.png,6.703536115300822,1.9026351655739915,0.703268613694458
